brand,model,price,year,fuel,milage,transmissionType,engineCapacity,enginePower
"daihatsu","sirion 1.0",13700,2009,"petrol",127000,"manual",998,70
"daihatsu","terios top 4wd",28900,2007,"petrol",198500,"automatic",1495,105
"daihatsu","trevis 1.0",5000,2009,"petrol",145600,"manual",989,58
"daihatsu","sirion 1.3",11700,2006,"petrol",121500,"manual",1298,87
"daihatsu","charade 1.0 ts td",9800,1986,"diesel",164165,"manual",993,46
"daihatsu","sirion 1.3 eco 4wd",13999,2011,"petrol",165259,"manual",1298,91
"daihatsu","terios",10500,2001,"petrol",124561,"manual",1296,83
"daihatsu","materia 1.5 black edition",8900,2007,"petrol",226533,"manual",1495,103
"daihatsu","feroza 1.6 se",18900,1991,"petrol",51000,"manual",1589,95
"daihatsu","sirion",11250,2004,"petrol",142855,"automatic",989,58
"daihatsu","terios 1.5",23500,2009,"petrol+lpg",154937,"manual",1495,105
"daihatsu","cuore 1.0 top sports",7999,2007,"petrol",115558,"manual",989,58
"daihatsu","terios",6765,1997,"petrol+lpg",183163,"manual",1296,83
"daihatsu","terios 1.5 top",21900,2010,"petrol",165000,"manual",1495,105
"daihatsu","terios edition 25",14700,2005,"petrol",139000,"manual",1298,86
"daihatsu","terios 1.5 top s 4wd",29700,2007,"petrol",158000,"manual",1495,105
"daihatsu","sirion 1.5 s",13300,2008,"petrol",139950,"manual",1495,103
"daihatsu","terios",4900,2002,"petrol+lpg",217700,"manual",1298,86
"daihatsu","sirion 1.0",3999,2009,"petrol",228982,"manual",998,70
"daihatsu","terios",9200,2005,"petrol",163118,"manual",1298,86
"daihatsu","sirion 1.3",11500,2009,"petrol",200000,"manual",1298,91
"daihatsu","cuore 1.0 top",7900,2009,"petrol",121000,"manual",998,70
"daihatsu","terios 1.5 top 4wd",19000,2007,"petrol",162700,"manual",1495,105
"daihatsu","terios 1.5 top 4wd",22900,2007,"petrol+lpg",118000,"manual",1495,105
"daihatsu","materia 1.5 black edition",9999,2009,"petrol",223000,"manual",1495,103
"daihatsu","materia",10500,2006,"petrol",140000,"manual",1495,103
"daihatsu","sirion",13900,2009,"petrol",85000,"manual",1298,91
"daihatsu","sirion 1.0 cooline",9999,2007,"petrol",98928,"manual",998,70
"daihatsu","trevis",9000,2007,"petrol",210200,"manual",989,58
"daihatsu","terios",13900,2008,"petrol",179200,"manual",1495,105
"daihatsu","terios",27999,2009,"petrol",254000,"manual",1500,102
"daihatsu","terios 1.5 top 4wd",9200,2006,"petrol",182000,"manual",1495,105
"daihatsu","sirion 1.0",13700,2009,"petrol",127000,"manual",998,70
"daihatsu","terios top 4wd",28900,2007,"petrol",198500,"automatic",1495,105
"daihatsu","trevis 1.0",5000,2009,"petrol",145600,"manual",989,58
"daihatsu","sirion 1.3",11700,2006,"petrol",121500,"manual",1298,87
"daihatsu","charade 1.0 ts td",9800,1986,"diesel",164165,"manual",993,46
"daihatsu","sirion 1.3 eco 4wd",13999,2011,"petrol",165259,"manual",1298,91
"daihatsu","terios",10500,2001,"petrol",124561,"manual",1296,83
"daihatsu","materia 1.5 black edition",8900,2007,"petrol",226533,"manual",1495,103
"daihatsu","feroza 1.6 se",18900,1991,"petrol",51000,"manual",1589,95
"daihatsu","sirion",11250,2004,"petrol",142855,"automatic",989,58
"daihatsu","terios 1.5",23500,2009,"petrol+lpg",154937,"manual",1495,105
"daihatsu","cuore 1.0 top sports",7999,2007,"petrol",115558,"manual",989,58
"daihatsu","terios",6765,1997,"petrol+lpg",183163,"manual",1296,83
"daihatsu","terios 1.5 top",21900,2010,"petrol",165000,"manual",1495,105
"daihatsu","terios edition 25",14700,2005,"petrol",139000,"manual",1298,86
"daihatsu","terios 1.5 top s 4wd",29700,2007,"petrol",158000,"manual",1495,105
"daihatsu","sirion 1.5 s",13300,2008,"petrol",139950,"manual",1495,103
"daihatsu","terios",4900,2002,"petrol+lpg",217700,"manual",1298,86
"daihatsu","sirion 1.0",3999,2009,"petrol",228982,"manual",998,70
"daihatsu","terios",9200,2005,"petrol",163118,"manual",1298,86
"daihatsu","sirion 1.3",11500,2009,"petrol",200000,"manual",1298,91
"daihatsu","cuore 1.0 top",7900,2009,"petrol",121000,"manual",998,70
"daihatsu","terios 1.5 top 4wd",19000,2007,"petrol",162700,"manual",1495,105
"daihatsu","terios 1.5 top 4wd",22900,2007,"petrol+lpg",118000,"manual",1495,105
"daihatsu","materia 1.5 black edition",9999,2009,"petrol",223000,"manual",1495,103
"daihatsu","materia",10500,2006,"petrol",140000,"manual",1495,103
"daihatsu","sirion",13900,2009,"petrol",85000,"manual",1298,91
"daihatsu","sirion 1.0 cooline",9999,2007,"petrol",98928,"manual",998,70
"daihatsu","trevis",9000,2007,"petrol",210200,"manual",989,58
"daihatsu","terios",13900,2008,"petrol",179200,"manual",1495,105
"daihatsu","terios",27999,2009,"petrol",254000,"manual",1500,102
"daihatsu","terios 1.5 top 4wd",9200,2006,"petrol",182000,"manual",1495,105
"daihatsu","sirion 1.0",13700,2009,"petrol",127000,"manual",998,70
"daihatsu","terios top 4wd",28900,2007,"petrol",198500,"automatic",1495,105
"daihatsu","trevis 1.0",5000,2009,"petrol",145600,"manual",989,58
"daihatsu","sirion 1.3",11700,2006,"petrol",121500,"manual",1298,87
"daihatsu","charade 1.0 ts td",9800,1986,"diesel",164165,"manual",993,46
"daihatsu","sirion 1.3 eco 4wd",13999,2011,"petrol",165259,"manual",1298,91
"daihatsu","terios",10500,2001,"petrol",124561,"manual",1296,83
"daihatsu","materia 1.5 black edition",8900,2007,"petrol",226533,"manual",1495,103
"daihatsu","feroza 1.6 se",18900,1991,"petrol",51000,"manual",1589,95
"daihatsu","sirion",11250,2004,"petrol",142855,"automatic",989,58
"daihatsu","terios 1.5",23500,2009,"petrol+lpg",154937,"manual",1495,105
"daihatsu","cuore 1.0 top sports",7999,2007,"petrol",115558,"manual",989,58
"daihatsu","terios",6765,1997,"petrol+lpg",183163,"manual",1296,83
"daihatsu","terios 1.5 top",21900,2010,"petrol",165000,"manual",1495,105
"daihatsu","terios edition 25",14700,2005,"petrol",139000,"manual",1298,86
"daihatsu","terios 1.5 top s 4wd",29700,2007,"petrol",158000,"manual",1495,105
"daihatsu","sirion 1.5 s",13300,2008,"petrol",139950,"manual",1495,103
"daihatsu","terios",4900,2002,"petrol+lpg",217700,"manual",1298,86
"daihatsu","sirion 1.0",3999,2009,"petrol",228982,"manual",998,70
"daihatsu","terios",9200,2005,"petrol",163118,"manual",1298,86
"daihatsu","sirion 1.3",11500,2009,"petrol",200000,"manual",1298,91
"daihatsu","cuore 1.0 top",7900,2009,"petrol",121000,"manual",998,70
"daihatsu","terios 1.5 top 4wd",19000,2007,"petrol",162700,"manual",1495,105
"daihatsu","terios 1.5 top 4wd",22900,2007,"petrol+lpg",118000,"manual",1495,105
"daihatsu","materia 1.5 black edition",9999,2009,"petrol",223000,"manual",1495,103
"daihatsu","materia",10500,2006,"petrol",140000,"manual",1495,103
"daihatsu","sirion",13900,2009,"petrol",85000,"manual",1298,91
"daihatsu","sirion 1.0 cooline",9999,2007,"petrol",98928,"manual",998,70
"daihatsu","trevis",9000,2007,"petrol",210200,"manual",989,58
"daihatsu","terios",13900,2008,"petrol",179200,"manual",1495,105
"daihatsu","terios",27999,2009,"petrol",254000,"manual",1500,102
"daihatsu","terios 1.5 top 4wd",9200,2006,"petrol",182000,"manual",1495,105
"daihatsu","sirion 1.0",13700,2009,"petrol",127000,"manual",998,70
"daihatsu","terios top 4wd",28900,2007,"petrol",198500,"automatic",1495,105
"daihatsu","trevis 1.0",5000,2009,"petrol",145600,"manual",989,58
"daihatsu","sirion 1.3",11700,2006,"petrol",121500,"manual",1298,87
"daihatsu","charade 1.0 ts td",9800,1986,"diesel",164165,"manual",993,46
"daihatsu","sirion 1.3 eco 4wd",13999,2011,"petrol",165259,"manual",1298,91
"daihatsu","terios",10500,2001,"petrol",124561,"manual",1296,83
"daihatsu","materia 1.5 black edition",8900,2007,"petrol",226533,"manual",1495,103
"daihatsu","feroza 1.6 se",18900,1991,"petrol",51000,"manual",1589,95
"daihatsu","sirion",11250,2004,"petrol",142855,"automatic",989,58
"daihatsu","terios 1.5",23500,2009,"petrol+lpg",154937,"manual",1495,105
"daihatsu","cuore 1.0 top sports",7999,2007,"petrol",115558,"manual",989,58
"daihatsu","terios",6765,1997,"petrol+lpg",183163,"manual",1296,83
"daihatsu","terios 1.5 top",21900,2010,"petrol",165000,"manual",1495,105
"daihatsu","terios edition 25",14700,2005,"petrol",139000,"manual",1298,86
"daihatsu","terios 1.5 top s 4wd",29700,2007,"petrol",158000,"manual",1495,105
"daihatsu","sirion 1.5 s",13300,2008,"petrol",139950,"manual",1495,103
"daihatsu","terios",4900,2002,"petrol+lpg",217700,"manual",1298,86
"daihatsu","sirion 1.0",3999,2009,"petrol",228982,"manual",998,70
"daihatsu","terios",9200,2005,"petrol",163118,"manual",1298,86
"daihatsu","sirion 1.3",11500,2009,"petrol",200000,"manual",1298,91
"daihatsu","cuore 1.0 top",7900,2009,"petrol",121000,"manual",998,70
"daihatsu","terios 1.5 top 4wd",19000,2007,"petrol",162700,"manual",1495,105
"daihatsu","terios 1.5 top 4wd",22900,2007,"petrol+lpg",118000,"manual",1495,105
"daihatsu","materia 1.5 black edition",9999,2009,"petrol",223000,"manual",1495,103
"daihatsu","materia",10500,2006,"petrol",140000,"manual",1495,103
"daihatsu","sirion",13900,2009,"petrol",85000,"manual",1298,91
"daihatsu","sirion 1.0 cooline",9999,2007,"petrol",98928,"manual",998,70
"daihatsu","trevis",9000,2007,"petrol",210200,"manual",989,58
"daihatsu","terios",13900,2008,"petrol",179200,"manual",1495,105
"daihatsu","terios",27999,2009,"petrol",254000,"manual",1500,102
"daihatsu","terios 1.5 top 4wd",9200,2006,"petrol",182000,"manual",1495,105
"daihatsu","sirion 1.0",13700,2009,"petrol",127000,"manual",998,70
"daihatsu","terios top 4wd",28900,2007,"petrol",198500,"automatic",1495,105
"daihatsu","trevis 1.0",5000,2009,"petrol",145600,"manual",989,58
"daihatsu","sirion 1.3",11700,2006,"petrol",121500,"manual",1298,87
"daihatsu","charade 1.0 ts td",9800,1986,"diesel",164165,"manual",993,46
"daihatsu","sirion 1.3 eco 4wd",13999,2011,"petrol",165259,"manual",1298,91
"daihatsu","terios",10500,2001,"petrol",124561,"manual",1296,83
"daihatsu","materia 1.5 black edition",8900,2007,"petrol",226533,"manual",1495,103
"daihatsu","feroza 1.6 se",18900,1991,"petrol",51000,"manual",1589,95
"daihatsu","sirion",11250,2004,"petrol",142855,"automatic",989,58
"daihatsu","terios 1.5",23500,2009,"petrol+lpg",154937,"manual",1495,105
"daihatsu","cuore 1.0 top sports",7999,2007,"petrol",115558,"manual",989,58
"daihatsu","terios",6765,1997,"petrol+lpg",183163,"manual",1296,83
"daihatsu","terios 1.5 top",21900,2010,"petrol",165000,"manual",1495,105
"daihatsu","terios edition 25",14700,2005,"petrol",139000,"manual",1298,86
"daihatsu","terios 1.5 top s 4wd",29700,2007,"petrol",158000,"manual",1495,105
"daihatsu","sirion 1.5 s",13300,2008,"petrol",139950,"manual",1495,103
"daihatsu","terios",4900,2002,"petrol+lpg",217700,"manual",1298,86
"daihatsu","sirion 1.0",3999,2009,"petrol",228982,"manual",998,70
"daihatsu","terios",9200,2005,"petrol",163118,"manual",1298,86
"daihatsu","sirion 1.3",11500,2009,"petrol",200000,"manual",1298,91
"daihatsu","cuore 1.0 top",7900,2009,"petrol",121000,"manual",998,70
"daihatsu","terios 1.5 top 4wd",19000,2007,"petrol",162700,"manual",1495,105
"daihatsu","terios 1.5 top 4wd",22900,2007,"petrol+lpg",118000,"manual",1495,105
"daihatsu","materia 1.5 black edition",9999,2009,"petrol",223000,"manual",1495,103
"daihatsu","materia",10500,2006,"petrol",140000,"manual",1495,103
"daihatsu","sirion",13900,2009,"petrol",85000,"manual",1298,91
"daihatsu","sirion 1.0 cooline",9999,2007,"petrol",98928,"manual",998,70
"daihatsu","trevis",9000,2007,"petrol",210200,"manual",989,58
"daihatsu","terios",13900,2008,"petrol",179200,"manual",1495,105
"daihatsu","terios",27999,2009,"petrol",254000,"manual",1500,102
"daihatsu","terios 1.5 top 4wd",9200,2006,"petrol",182000,"manual",1495,105
"daihatsu","sirion 1.0",13700,2009,"petrol",127000,"manual",998,70
"daihatsu","terios top 4wd",28900,2007,"petrol",198500,"automatic",1495,105
"daihatsu","trevis 1.0",5000,2009,"petrol",145600,"manual",989,58
"daihatsu","sirion 1.3",11700,2006,"petrol",121500,"manual",1298,87
"daihatsu","charade 1.0 ts td",9800,1986,"diesel",164165,"manual",993,46
"daihatsu","sirion 1.3 eco 4wd",13999,2011,"petrol",165259,"manual",1298,91
"daihatsu","terios",10500,2001,"petrol",124561,"manual",1296,83
"daihatsu","materia 1.5 black edition",8900,2007,"petrol",226533,"manual",1495,103
"daihatsu","feroza 1.6 se",18900,1991,"petrol",51000,"manual",1589,95
"daihatsu","sirion",11250,2004,"petrol",142855,"automatic",989,58
"daihatsu","terios 1.5",23500,2009,"petrol+lpg",154937,"manual",1495,105
"daihatsu","cuore 1.0 top sports",7999,2007,"petrol",115558,"manual",989,58
"daihatsu","terios",6765,1997,"petrol+lpg",183163,"manual",1296,83
"daihatsu","terios 1.5 top",21900,2010,"petrol",165000,"manual",1495,105
"daihatsu","terios edition 25",14700,2005,"petrol",139000,"manual",1298,86
"daihatsu","terios 1.5 top s 4wd",29700,2007,"petrol",158000,"manual",1495,105
"daihatsu","sirion 1.5 s",13300,2008,"petrol",139950,"manual",1495,103
"daihatsu","terios",4900,2002,"petrol+lpg",217700,"manual",1298,86
"daihatsu","sirion 1.0",3999,2009,"petrol",228982,"manual",998,70
"daihatsu","terios",9200,2005,"petrol",163118,"manual",1298,86
"daihatsu","sirion 1.3",11500,2009,"petrol",200000,"manual",1298,91
"daihatsu","cuore 1.0 top",7900,2009,"petrol",121000,"manual",998,70
"daihatsu","terios 1.5 top 4wd",19000,2007,"petrol",162700,"manual",1495,105
"daihatsu","terios 1.5 top 4wd",22900,2007,"petrol+lpg",118000,"manual",1495,105
"daihatsu","materia 1.5 black edition",9999,2009,"petrol",223000,"manual",1495,103
"daihatsu","materia",10500,2006,"petrol",140000,"manual",1495,103
"daihatsu","sirion",13900,2009,"petrol",85000,"manual",1298,91
"daihatsu","sirion 1.0 cooline",9999,2007,"petrol",98928,"manual",998,70
"daihatsu","trevis",9000,2007,"petrol",210200,"manual",989,58
"daihatsu","terios",13900,2008,"petrol",179200,"manual",1495,105
"daihatsu","terios",27999,2009,"petrol",254000,"manual",1500,102
"daihatsu","terios 1.5 top 4wd",9200,2006,"petrol",182000,"manual",1495,105
"daihatsu","sirion 1.0",13700,2009,"petrol",127000,"manual",998,70
"daihatsu","terios top 4wd",28900,2007,"petrol",198500,"automatic",1495,105
"daihatsu","trevis 1.0",5000,2009,"petrol",145600,"manual",989,58
"daihatsu","sirion 1.3",11700,2006,"petrol",121500,"manual",1298,87
"daihatsu","charade 1.0 ts td",9800,1986,"diesel",164165,"manual",993,46
"daihatsu","sirion 1.3 eco 4wd",13999,2011,"petrol",165259,"manual",1298,91
"daihatsu","terios",10500,2001,"petrol",124561,"manual",1296,83
"daihatsu","materia 1.5 black edition",8900,2007,"petrol",226533,"manual",1495,103
"daihatsu","feroza 1.6 se",18900,1991,"petrol",51000,"manual",1589,95
"daihatsu","sirion",11250,2004,"petrol",142855,"automatic",989,58
"daihatsu","terios 1.5",23500,2009,"petrol+lpg",154937,"manual",1495,105
"daihatsu","cuore 1.0 top sports",7999,2007,"petrol",115558,"manual",989,58
"daihatsu","terios",6765,1997,"petrol+lpg",183163,"manual",1296,83
"daihatsu","terios 1.5 top",21900,2010,"petrol",165000,"manual",1495,105
"daihatsu","terios edition 25",14700,2005,"petrol",139000,"manual",1298,86
"daihatsu","terios 1.5 top s 4wd",29700,2007,"petrol",158000,"manual",1495,105
"daihatsu","sirion 1.5 s",13300,2008,"petrol",139950,"manual",1495,103
"daihatsu","terios",4900,2002,"petrol+lpg",217700,"manual",1298,86
"daihatsu","sirion 1.0",3999,2009,"petrol",228982,"manual",998,70
"daihatsu","terios",9200,2005,"petrol",163118,"manual",1298,86
"daihatsu","sirion 1.3",11500,2009,"petrol",200000,"manual",1298,91
"daihatsu","cuore 1.0 top",7900,2009,"petrol",121000,"manual",998,70
"daihatsu","terios 1.5 top 4wd",19000,2007,"petrol",162700,"manual",1495,105
"daihatsu","terios 1.5 top 4wd",22900,2007,"petrol+lpg",118000,"manual",1495,105
"daihatsu","materia 1.5 black edition",9999,2009,"petrol",223000,"manual",1495,103
"daihatsu","materia",10500,2006,"petrol",140000,"manual",1495,103
"daihatsu","sirion",13900,2009,"petrol",85000,"manual",1298,91
"daihatsu","sirion 1.0 cooline",9999,2007,"petrol",98928,"manual",998,70
"daihatsu","trevis",9000,2007,"petrol",210200,"manual",989,58
"daihatsu","terios",13900,2008,"petrol",179200,"manual",1495,105
"daihatsu","terios",27999,2009,"petrol",254000,"manual",1500,102
"dfsk","fengon 580",89700,2022,"petrol+lpg",66000,"automatic",1500,145
"dfsk","mini van",12000,2012,"petrol",112000,"manual",1300,80
"dfsk","fengon 500 standard",60000,2023,"petrol",9567,"manual",1500,106
"dkw","inny",11000,1961,"petrol",150000,"manual",731,25
"dodge","challenger",189000,2020,"petrol",45000,"automatic",5654,372
"dodge","durango",115000,2015,"petrol+lpg",212000,"automatic",5654,364
"dodge","nitro 2.8 crd dpf automatik r/t",31900,2008,"diesel",274000,"automatic",2777,177
"dodge","journey",66000,2019,"petrol",92000,"automatic",3604,287
"dodge","ram 1500 5.7 4x4",79900,2013,"petrol",232144,"automatic",5654,390
"dodge","challenger",83000,2018,"petrol",159795,"manual",5654,381
"dodge","charger 6.2 hellcat widebody",300000,2019,"petrol",28500,"automatic",6166,717
"dodge","challenger 3.6 gt plus awd",175000,2023,"petrol",4932,"automatic",3604,305
"dodge","challenger 5.7 r/t",110000,2017,"petrol",192000,"automatic",5654,372
"dodge","challenger",175000,2018,"petrol",103000,"automatic",6417,491
"dodge","charger 6.4 scat pack",119900,2017,"petrol",149800,"automatic",6417,492
"dodge","journey",58000,2015,"petrol+lpg",256000,"automatic",3604,287
"dodge","charger 6.4 scat pack widebody",243000,2021,"petrol",20300,"automatic",6417,492
"dodge","challenger automatik sxt plus",92000,2019,"petrol",148452,"automatic",3604,309
"dodge","charger 5.7 r/t",99000,2015,"petrol",169000,"automatic",5654,370
"dodge","durango",129999,2018,"petrol",49000,"automatic",3604,299
"dodge","challenger 6.4 scat pack",349900,2023,"petrol",26,"automatic",6417,492
"dodge","challenger 5.7 r/t",294900,2023,"petrol",26,"automatic",5654,372
"dodge","challenger 6.4 scat packwidebody",429900,2023,"petrol",26,"automatic",6417,492
"dodge","durango",574900,2021,"petrol",30900,"automatic",6166,719
"dodge","challenger automatik 392 hemi scat pack shaker",143000,2016,"petrol",65000,"automatic",6417,492
"dodge","challenger 6.4 scat pack",349900,2023,"petrol",26,"automatic",6417,492
"dodge","durango 5.7 r/t",439900,2023,"petrol+lpg",25,"automatic",5654,360
"dodge","challenger 6.4 scat pack",239900,2019,"petrol",60000,"automatic",6417,492
"dodge","durango 5.7 r/t",70000,2021,"petrol",31004,"automatic",5654,360
"dodge","durango",100000,2015,"petrol",126600,"automatic",3604,299
"dodge","grand caravan 3.6 r/t",66500,2019,"petrol",167500,"automatic",3605,283
"dodge","charger 6.2 hellcat",179000,2016,"petrol",75236,"automatic",6166,707
"dodge","ram 1500 5.7 4x4",65000,2013,"petrol",176000,"automatic",5654,390
"dodge","charger 6.4 scat pack",159000,2019,"petrol",52634,"automatic",6417,492
"dodge","journey 2.0 crd sxt",21000,2010,"diesel",240000,"automatic",1968,140
"dodge","challenger 6.4 scat packwidebody",196900,2021,"petrol",39000,"automatic",6417,492
"dodge","challenger",189000,2020,"petrol",45000,"automatic",5654,372
"dodge","durango",115000,2015,"petrol+lpg",212000,"automatic",5654,364
"dodge","nitro 2.8 crd dpf automatik r/t",31900,2008,"diesel",274000,"automatic",2777,177
"dodge","journey",66000,2019,"petrol",92000,"automatic",3604,287
"dodge","ram 1500 5.7 4x4",79900,2013,"petrol",232144,"automatic",5654,390
"dodge","challenger",83000,2018,"petrol",159795,"manual",5654,381
"dodge","charger 6.2 hellcat widebody",300000,2019,"petrol",28500,"automatic",6166,717
"dodge","challenger 3.6 gt plus awd",175000,2023,"petrol",4932,"automatic",3604,305
"dodge","challenger 5.7 r/t",110000,2017,"petrol",192000,"automatic",5654,372
"dodge","challenger",175000,2018,"petrol",103000,"automatic",6417,491
"dodge","charger 6.4 scat pack",119900,2017,"petrol",149800,"automatic",6417,492
"dodge","journey",58000,2015,"petrol+lpg",256000,"automatic",3604,287
"dodge","charger 6.4 scat pack widebody",243000,2021,"petrol",20300,"automatic",6417,492
"dodge","challenger automatik sxt plus",92000,2019,"petrol",148452,"automatic",3604,309
"dodge","charger 5.7 r/t",99000,2015,"petrol",169000,"automatic",5654,370
"dodge","durango",129999,2018,"petrol",49000,"automatic",3604,299
"dodge","challenger 6.4 scat pack",349900,2023,"petrol",26,"automatic",6417,492
"dodge","challenger 5.7 r/t",294900,2023,"petrol",26,"automatic",5654,372
"dodge","challenger 6.4 scat packwidebody",429900,2023,"petrol",26,"automatic",6417,492
"dodge","durango",574900,2021,"petrol",30900,"automatic",6166,719
"dodge","challenger automatik 392 hemi scat pack shaker",143000,2016,"petrol",65000,"automatic",6417,492
"dodge","challenger 6.4 scat pack",349900,2023,"petrol",26,"automatic",6417,492
"dodge","durango 5.7 r/t",439900,2023,"petrol+lpg",25,"automatic",5654,360
"dodge","challenger 6.4 scat pack",239900,2019,"petrol",60000,"automatic",6417,492
"dodge","durango 5.7 r/t",70000,2021,"petrol",31004,"automatic",5654,360
"dodge","durango",100000,2015,"petrol",126600,"automatic",3604,299
"dodge","grand caravan 3.6 r/t",66500,2019,"petrol",167500,"automatic",3605,283
"dodge","charger 6.2 hellcat",179000,2016,"petrol",75236,"automatic",6166,707
"dodge","ram 1500 5.7 4x4",65000,2013,"petrol",176000,"automatic",5654,390
"dodge","charger 6.4 scat pack",159000,2019,"petrol",52634,"automatic",6417,492
"dodge","journey 2.0 crd sxt",21000,2010,"diesel",240000,"automatic",1968,140
"dodge","challenger 6.4 scat packwidebody",196900,2021,"petrol",39000,"automatic",6417,492
"dodge","nitro 2.8 crd dpf automatik r/t",31900,2008,"diesel",274000,"automatic",2777,177
"dodge","ram 1500 5.7 4x4",79900,2013,"petrol",232144,"automatic",5654,390
"dodge","challenger",83000,2018,"petrol",159795,"manual",5654,381
"dodge","challenger",175000,2018,"petrol",103000,"automatic",6417,491
"dodge","challenger automatik sxt plus",92000,2019,"petrol",148452,"automatic",3604,309
"dodge","charger 6.2 hellcat",179000,2016,"petrol",75236,"automatic",6166,707
"dodge","ram 1500 5.7 4x4",65000,2013,"petrol",176000,"automatic",5654,390
"dodge","charger 6.2 hellcat widebody",300000,2019,"petrol",28500,"automatic",6166,717
"dodge","charger 6.4 scat pack",159000,2019,"petrol",52634,"automatic",6417,492
"dodge","journey 2.0 crd sxt",21000,2010,"diesel",240000,"automatic",1968,140
"dodge","challenger 6.4 scat packwidebody",196900,2021,"petrol",39000,"automatic",6417,492
"dodge","durango 5.7 r/t",207000,2021,"petrol",75000,"automatic",5654,360
"dodge","durango 5.7 r/t",238000,2021,"petrol",39000,"automatic",5654,360
"dodge","charger 6.4 scat pack",118000,2018,"petrol",99481,"automatic",6417,492
"dodge","durango 6.4 srt",314880,2021,"petrol+lpg",31500,"automatic",6417,475
"dodge","ram 1500 5.7 4x4",102000,2015,"petrol+lpg",160000,"automatic",5654,390
"dodge","challenger 5.7 r/t",185000,2022,"petrol",24000,"automatic",5654,372
"dodge","challenger",103999,2017,"petrol",140400,"automatic",3604,309
"dodge","caliber 2.4 rt",21900,2006,"petrol",115000,"manual",2359,170
"dodge","grand caravan 3.6 r/t",42900,2013,"petrol",109000,"automatic",3605,283
"dodge","caliber 2.0 crd se",10500,2006,"diesel",255000,"manual",1968,140
"dodge","challenger",179000,2021,"petrol",52000,"manual",6417,475
"dodge","journey 2.0 crd sxt",19200,2010,"diesel",290000,"manual",1968,140
"dodge","charger",88000,2017,"petrol+lpg",157000,"automatic",3604,300
"dodge","grand caravan",55000,2014,"petrol+lpg",171000,"automatic",3605,283
"dodge","charger 5.7 r/t",115000,2019,"petrol",100000,"automatic",5654,370
"dodge","challenger 6.4 scat pack",349900,2023,"petrol",26,"automatic",6417,492
"dodge","challenger 5.7 r/t",294900,2023,"petrol",26,"automatic",5654,372
"dodge","challenger 6.4 scat packwidebody",429900,2023,"petrol",26,"automatic",6417,492
"dodge","durango",574900,2021,"petrol",30900,"automatic",6166,719
"dodge","challenger 6.4 scat pack",349900,2023,"petrol",26,"automatic",6417,492
"dodge","durango 5.7 r/t",439900,2023,"petrol+lpg",25,"automatic",5654,360
"dodge","challenger",189000,2020,"petrol",45000,"automatic",5654,372
"dodge","durango",115000,2015,"petrol+lpg",212000,"automatic",5654,364
"dodge","nitro 2.8 crd dpf automatik r/t",31900,2008,"diesel",274000,"automatic",2777,177
"dodge","journey",66000,2019,"petrol",92000,"automatic",3604,287
"dodge","ram 1500 5.7 4x4",79900,2013,"petrol",232144,"automatic",5654,390
"dodge","challenger",83000,2018,"petrol",159795,"manual",5654,381
"dodge","charger 6.2 hellcat widebody",300000,2019,"petrol",28500,"automatic",6166,717
"dodge","challenger 3.6 gt plus awd",175000,2023,"petrol",4932,"automatic",3604,305
"dodge","challenger 5.7 r/t",110000,2017,"petrol",192000,"automatic",5654,372
"dodge","challenger",175000,2018,"petrol",103000,"automatic",6417,491
"dodge","charger 6.4 scat pack",119900,2017,"petrol",149800,"automatic",6417,492
"dodge","journey",58000,2015,"petrol+lpg",256000,"automatic",3604,287
"dodge","charger 6.4 scat pack widebody",243000,2021,"petrol",20300,"automatic",6417,492
"dodge","challenger automatik sxt plus",92000,2019,"petrol",148452,"automatic",3604,309
"dodge","charger 5.7 r/t",99000,2015,"petrol",169000,"automatic",5654,370
"dodge","durango",129999,2018,"petrol",49000,"automatic",3604,299
"dodge","challenger 6.4 scat pack",349900,2023,"petrol",26,"automatic",6417,492
"dodge","challenger 5.7 r/t",294900,2023,"petrol",26,"automatic",5654,372
"dodge","challenger 6.4 scat packwidebody",429900,2023,"petrol",26,"automatic",6417,492
"dodge","durango",574900,2021,"petrol",30900,"automatic",6166,719
"dodge","challenger automatik 392 hemi scat pack shaker",143000,2016,"petrol",65000,"automatic",6417,492
"dodge","challenger 6.4 scat pack",349900,2023,"petrol",26,"automatic",6417,492
"dodge","durango 5.7 r/t",439900,2023,"petrol+lpg",25,"automatic",5654,360
"dodge","challenger 6.4 scat pack",239900,2019,"petrol",60000,"automatic",6417,492
"dodge","durango 5.7 r/t",70000,2021,"petrol",31004,"automatic",5654,360
"dodge","durango",100000,2015,"petrol",126600,"automatic",3604,299
"dodge","grand caravan 3.6 r/t",66500,2019,"petrol",167500,"automatic",3605,283
"dodge","charger 6.2 hellcat",179000,2016,"petrol",75236,"automatic",6166,707
"dodge","ram 1500 5.7 4x4",65000,2013,"petrol",176000,"automatic",5654,390
"dodge","charger 6.4 scat pack",159000,2019,"petrol",52634,"automatic",6417,492
"dodge","journey 2.0 crd sxt",21000,2010,"diesel",240000,"automatic",1968,140
"dodge","challenger 6.4 scat packwidebody",196900,2021,"petrol",39000,"automatic",6417,492
"dodge","challenger",189000,2020,"petrol",45000,"automatic",5654,372
"dodge","durango",115000,2015,"petrol+lpg",212000,"automatic",5654,364
"dodge","nitro 2.8 crd dpf automatik r/t",31900,2008,"diesel",274000,"automatic",2777,177
